filename,latitude,longitude,geohash_decimal
"img_35.467098236083984,10.633638381958008.jpg",35.467098236083984,10.633638381958008,25239
"img_35.46842575073242,23.92506217956543.jpg",35.46842575073242,23.92506217956543,25475
"img_35.46915054321289,23.726076126098633.jpg",35.46915054321289,23.726076126098636,25474
"img_35.48049545288086,10.640128135681152.jpg",35.48049545288086,10.640128135681152,25239
"img_35.48308563232422,23.92006492614746.jpg",35.48308563232422,23.92006492614746,25475
"img_35.487022399902344,11.05134105682373.jpg",35.487022399902344,11.05134105682373,25239
"img_35.49467086791992,23.612478256225586.jpg",35.49467086791992,23.612478256225582,25474
"img_35.498477935791016,24.010356903076172.jpg",35.498477935791016,24.01035690307617,25475
"img_35.49972152709961,24.033132553100586.jpg",35.49972152709961,24.033132553100582,25475
"img_35.49972915649414,11.033227920532227.jpg",35.49972915649414,11.033227920532228,25239
"img_35.50139617919922,23.99909210205078.jpg",35.50139617919922,23.99909210205078,25475
"img_35.504085540771484,24.034135818481445.jpg",35.504085540771484,24.034135818481445,25475
"img_35.504364013671875,11.066217422485352.jpg",35.504364013671875,11.066217422485352,25239
"img_35.50507354736328,11.049029350280762.jpg",35.50507354736328,11.049029350280762,25239
"img_35.50587844848633,24.010183334350586.jpg",35.50587844848633,24.010183334350582,25475
"img_35.50642776489258,24.010671615600586.jpg",35.50642776489258,24.010671615600582,25475
"img_35.507423400878906,24.009197235107422.jpg",35.507423400878906,24.009197235107425,25475
"img_35.50984573364258,24.030641555786133.jpg",35.50984573364258,24.030641555786133,25475
"img_35.511287689208984,10.626205444335938.jpg",35.511287689208984,10.626205444335938,25239
"img_35.51172637939453,23.74376106262207.jpg",35.51172637939453,23.74376106262207,25474
"img_35.51332092285156,24.01556396484375.jpg",35.51332092285156,24.01556396484375,25475
"img_35.51349639892578,12.557639122009277.jpg",35.51349639892578,12.557639122009276,25282
"img_35.51356887817383,24.017309188842773.jpg",35.51356887817383,24.017309188842773,25475
"img_35.51380920410156,24.014631271362305.jpg",35.51380920410156,24.014631271362305,25475
"img_35.514190673828125,24.017436981201172.jpg",35.514190673828125,24.01743698120117,25475
"img_35.514312744140625,24.045696258544922.jpg",35.514312744140625,24.04569625854492,25475
"img_35.51457214355469,24.031028747558594.jpg",35.51457214355469,24.031028747558597,25475
"img_35.51726531982422,24.024654388427734.jpg",35.51726531982422,24.02465438842773,25475
"img_35.517425537109375,24.015277862548828.jpg",35.517425537109375,24.015277862548828,25475
"img_35.518028259277344,24.02022361755371.jpg",35.518028259277344,24.02022361755371,25475
"img_35.51995086669922,24.127092361450195.jpg",35.51995086669922,24.127092361450195,25475
"img_35.520538330078125,10.951635360717773.jpg",35.520538330078125,10.951635360717772,25239
"img_35.52661895751953,24.055551528930664.jpg",35.52661895751953,24.055551528930664,25475
"img_35.527549743652344,10.625823020935059.jpg",35.527549743652344,10.62582302093506,25239
"img_35.544551849365234,10.621369361877441.jpg",35.544551849365234,10.62136936187744,25239
"img_35.54933547973633,24.164506912231445.jpg",35.54933547973633,24.164506912231445,25475
"img_35.57790756225586,24.077451705932617.jpg",35.57790756225586,24.077451705932617,25475
"img_35.581260681152344,23.590831756591797.jpg",35.581260681152344,23.5908317565918,25474
"img_35.5841178894043,24.077274322509766.jpg",35.5841178894043,24.07727432250977,25475
"img_35.59273910522461,10.8829345703125.jpg",35.59273910522461,10.8829345703125,25239
"img_35.63090515136719,10.933225631713867.jpg",35.63090515136719,10.933225631713867,25239
"img_35.63449478149414,10.917242050170898.jpg",35.63449478149414,10.917242050170898,25239
"img_35.672218322753906,10.101401329040527.jpg",35.672218322753906,10.101401329040527,25239
"img_35.673377990722656,10.09908390045166.jpg",35.673377990722656,10.09908390045166,25239
"img_35.67377853393555,10.10493278503418.jpg",35.67377853393555,10.10493278503418,25239
"img_35.682228088378906,10.103206634521484.jpg",35.682228088378906,10.103206634521484,25239
"img_35.68259048461914,10.332663536071777.jpg",35.68259048461914,10.332663536071776,25239
"img_35.68612289428711,10.096760749816895.jpg",35.68612289428711,10.096760749816896,25239
"img_35.70042419433594,10.443602561950684.jpg",35.70042419433594,10.443602561950684,25239
"img_35.71379852294922,10.000105857849121.jpg",35.71379852294922,10.00010585784912,25239
"img_35.72093963623047,10.583105087280273.jpg",35.72093963623047,10.583105087280272,25239
"img_35.728515625,10.818833351135254.jpg",35.728515625,10.818833351135254,25239
"img_35.73448181152344,10.552569389343262.jpg",35.73448181152344,10.552569389343262,25239
"img_35.77247619628906,10.826727867126465.jpg",35.77247619628906,10.826727867126465,25239
"img_35.77291488647461,10.824009895324707.jpg",35.77291488647461,10.824009895324709,25239
"img_35.77311706542969,10.82272720336914.jpg",35.77311706542969,10.82272720336914,25239
"img_35.77454376220703,10.820198059082031.jpg",35.77454376220703,10.820198059082031,25239
"img_35.79673767089844,10.549291610717773.jpg",35.79673767089844,10.549291610717772,25239
"img_35.79698944091797,10.604325294494629.jpg",35.79698944091797,10.604325294494627,25239
"img_35.82223892211914,10.634757995605469.jpg",35.82223892211914,10.634757995605469,25239
"img_35.82253646850586,10.634753227233887.jpg",35.82253646850586,10.634753227233888,25239
"img_35.82349395751953,10.634613037109375.jpg",35.82349395751953,10.634613037109377,25239
"img_35.82601547241211,10.591490745544434.jpg",35.82601547241211,10.591490745544434,25239
"img_35.82633590698242,10.591375350952148.jpg",35.82633590698242,10.591375350952148,25239
"img_35.8276252746582,10.638690948486328.jpg",35.8276252746582,10.638690948486328,25239
"img_35.82829284667969,10.636969566345215.jpg",35.82829284667969,10.636969566345217,25239
"img_35.82972717285156,10.639988899230957.jpg",35.82972717285156,10.639988899230955,25239
"img_35.82989501953125,10.625683784484863.jpg",35.82989501953125,10.625683784484863,25239
"img_35.83272171020508,10.640185356140137.jpg",35.83272171020508,10.640185356140137,25239
"img_35.83426284790039,10.615288734436035.jpg",35.83426284790039,10.615288734436035,25239
"img_35.83905792236328,10.581646919250488.jpg",35.83905792236328,10.581646919250488,25239
"img_35.84153747558594,14.438538551330566.jpg",35.84153747558594,14.438538551330566,25286
"img_35.84748077392578,14.44843864440918.jpg",35.84748077392578,14.44843864440918,25286
"img_35.84824752807617,10.52824592590332.jpg",35.84824752807617,10.52824592590332,25239
"img_35.84974670410156,14.438387870788574.jpg",35.84974670410156,14.438387870788574,25286
"img_35.8514404296875,14.493280410766602.jpg",35.8514404296875,14.493280410766602,25286
"img_35.85614776611328,14.48986530303955.jpg",35.85614776611328,14.48986530303955,25286
"img_35.85622024536133,14.519697189331055.jpg",35.85622024536133,14.519697189331056,25286
"img_35.85665512084961,10.583996772766113.jpg",35.85665512084961,10.583996772766112,25239
"img_35.85713577270508,14.443000793457031.jpg",35.85713577270508,14.443000793457031,25286
"img_35.85786819458008,14.526864051818848.jpg",35.85786819458008,14.526864051818848,25286
"img_35.85932922363281,14.440661430358887.jpg",35.85932922363281,14.440661430358888,25286
"img_35.86129379272461,14.487091064453125.jpg",35.86129379272461,14.487091064453123,25286
"img_35.86224365234375,14.501837730407715.jpg",35.86224365234375,14.501837730407717,25286
"img_35.86459732055664,14.505642890930176.jpg",35.86459732055664,14.505642890930176,25286
"img_35.86568832397461,10.590776443481445.jpg",35.86568832397461,10.590776443481444,25239
"img_35.8660888671875,14.478239059448242.jpg",35.8660888671875,14.478239059448242,25286
"img_35.86762619018555,14.442198753356934.jpg",35.86762619018555,14.442198753356934,25286
"img_35.86842727661133,14.395276069641113.jpg",35.86842727661133,14.395276069641112,25286
"img_35.86983871459961,14.449630737304688.jpg",35.86983871459961,14.449630737304688,25286
"img_35.87004089355469,14.50696849822998.jpg",35.87004089355469,14.50696849822998,25286
"img_35.87086486816406,14.513253211975098.jpg",35.87086486816406,14.513253211975098,25286
"img_35.87248229980469,14.507875442504883.jpg",35.87248229980469,14.507875442504885,25286
"img_35.87262725830078,10.601823806762695.jpg",35.87262725830078,10.601823806762695,25239
"img_35.87314987182617,14.532655715942383.jpg",35.87314987182617,14.532655715942385,25286
"img_35.87371826171875,14.478020668029785.jpg",35.87371826171875,14.478020668029783,25286
"img_35.87395477294922,14.466092109680176.jpg",35.87395477294922,14.466092109680176,25286
"img_35.87548065185547,14.40078067779541.jpg",35.87548065185547,14.40078067779541,25286
"img_35.87586212158203,14.536662101745605.jpg",35.87586212158203,14.536662101745604,25286
"img_35.87644958496094,14.532209396362305.jpg",35.87644958496094,14.532209396362305,25286
"img_35.87710952758789,14.39357852935791.jpg",35.87710952758789,14.39357852935791,25286
"img_35.87720489501953,14.471176147460938.jpg",35.87720489501953,14.471176147460938,25286
"img_35.87755584716797,14.536260604858398.jpg",35.87755584716797,14.536260604858398,25286
"img_35.87861633300781,14.402719497680664.jpg",35.87861633300781,14.402719497680664,25286
"img_35.87945556640625,14.393521308898926.jpg",35.87945556640625,14.393521308898926,25286
"img_35.88018798828125,14.475578308105469.jpg",35.88018798828125,14.475578308105469,25286
"img_35.88134765625,14.52385425567627.jpg",35.88134765625,14.52385425567627,25286
"img_35.88176345825195,14.541460037231445.jpg",35.88176345825195,14.541460037231444,25286
"img_35.88225173950195,14.461187362670898.jpg",35.88225173950195,14.461187362670898,25286
"img_35.88243103027344,14.520903587341309.jpg",35.88243103027344,14.520903587341309,25286
"img_35.88283920288086,14.471413612365723.jpg",35.88283920288086,14.471413612365724,25286
"img_35.88313293457031,14.397550582885742.jpg",35.88313293457031,14.397550582885742,25286
"img_35.88323211669922,10.502250671386719.jpg",35.88323211669922,10.50225067138672,25239
"img_35.8840446472168,14.375921249389648.jpg",35.8840446472168,14.375921249389648,25286
"img_35.88406753540039,14.458106994628906.jpg",35.88406753540039,14.458106994628906,25286
"img_35.88467788696289,14.479371070861816.jpg",35.88467788696289,14.479371070861816,25286
"img_35.88495635986328,14.479748725891113.jpg",35.88495635986328,14.479748725891112,25286
"img_35.88524627685547,14.537757873535156.jpg",35.88524627685547,14.537757873535156,25286
"img_35.88608932495117,14.428534507751465.jpg",35.88608932495117,14.428534507751465,25286
"img_35.88812255859375,14.396607398986816.jpg",35.88812255859375,14.396607398986816,25286
"img_35.8888053894043,14.521443367004395.jpg",35.8888053894043,14.521443367004396,25286
"img_35.88896179199219,14.403037071228027.jpg",35.88896179199219,14.403037071228027,25286
"img_35.88935852050781,14.44067668914795.jpg",35.88935852050781,14.44067668914795,25286
"img_35.889892578125,14.448892593383789.jpg",35.889892578125,14.448892593383787,25286
"img_35.89068603515625,14.506082534790039.jpg",35.89068603515625,14.50608253479004,25286
"img_35.89073944091797,14.487205505371094.jpg",35.89073944091797,14.487205505371094,25286
"img_35.89088439941406,14.419034957885742.jpg",35.89088439941406,14.419034957885742,25286
"img_35.89131164550781,14.442090034484863.jpg",35.89131164550781,14.442090034484863,25286
"img_35.89158248901367,14.474764823913574.jpg",35.89158248901367,14.474764823913574,25286
"img_35.89195251464844,14.434576988220215.jpg",35.89195251464844,14.434576988220217,25286
"img_35.89234924316406,14.504337310791016.jpg",35.89234924316406,14.504337310791016,25286
"img_35.89262008666992,14.506722450256348.jpg",35.89262008666992,14.506722450256348,25286
"img_35.89324188232422,14.531888008117676.jpg",35.89324188232422,14.531888008117676,25286
"img_35.89466094970703,14.481110572814941.jpg",35.89466094970703,14.48111057281494,25286
"img_35.89480972290039,14.471402168273926.jpg",35.89480972290039,14.471402168273926,25286
"img_35.89594268798828,14.414804458618164.jpg",35.89594268798828,14.414804458618164,25286
"img_35.8970947265625,14.505891799926758.jpg",35.8970947265625,14.505891799926758,25286
"img_35.89773941040039,14.411972045898438.jpg",35.89773941040039,14.411972045898438,25286
"img_35.89787292480469,14.462620735168457.jpg",35.89787292480469,14.462620735168455,25286
"img_35.89804458618164,14.479321479797363.jpg",35.89804458618164,14.479321479797363,25286
"img_35.89847946166992,14.51122760772705.jpg",35.89847946166992,14.51122760772705,25286
"img_35.89851760864258,14.516031265258789.jpg",35.89851760864258,14.516031265258787,25286
"img_35.89859390258789,14.511104583740234.jpg",35.89859390258789,14.511104583740234,25286
"img_35.89873123168945,14.45388126373291.jpg",35.89873123168945,14.45388126373291,25286
"img_35.89906692504883,14.510079383850098.jpg",35.89906692504883,14.510079383850098,25286
"img_35.89925003051758,14.508526802062988.jpg",35.89925003051758,14.508526802062988,25286
"img_35.89925765991211,14.368962287902832.jpg",35.89925765991211,14.368962287902832,25286
"img_35.89952087402344,14.51456356048584.jpg",35.89952087402344,14.51456356048584,25286
"img_35.8995246887207,14.508684158325195.jpg",35.8995246887207,14.508684158325195,25286
"img_35.89957046508789,14.509428977966309.jpg",35.89957046508789,14.509428977966309,25286
"img_35.89970779418945,14.509599685668945.jpg",35.89970779418945,14.509599685668944,25286
"img_35.90008544921875,14.464004516601562.jpg",35.90008544921875,14.464004516601562,25286
"img_35.90033721923828,14.492999076843262.jpg",35.90033721923828,14.492999076843262,25286
"img_35.90082550048828,14.49581527709961.jpg",35.90082550048828,14.49581527709961,25286
"img_35.90082931518555,14.512595176696777.jpg",35.90082931518555,14.512595176696776,25286
"img_35.90096664428711,14.515424728393555.jpg",35.90096664428711,14.515424728393556,25286
"img_35.9010124206543,14.373376846313477.jpg",35.9010124206543,14.373376846313477,25286
"img_35.90148162841797,14.518498420715332.jpg",35.90148162841797,14.518498420715332,25286
"img_35.90152359008789,14.454611778259277.jpg",35.90152359008789,14.454611778259276,25286
"img_35.90153503417969,14.519222259521484.jpg",35.90153503417969,14.519222259521484,25286
"img_35.90155792236328,14.519137382507324.jpg",35.90155792236328,14.519137382507324,25286
"img_35.90186309814453,14.475552558898926.jpg",35.90186309814453,14.475552558898926,25286
"img_35.90332794189453,14.446244239807129.jpg",35.90332794189453,14.446244239807127,25286
"img_35.90547561645508,14.428427696228027.jpg",35.90547561645508,14.428427696228027,25286
"img_35.90593338012695,14.432144165039062.jpg",35.90593338012695,14.432144165039062,25286
"img_35.90660858154297,14.42774486541748.jpg",35.90660858154297,14.42774486541748,25286
"img_35.90660858154297,14.478644371032715.jpg",35.90660858154297,14.478644371032717,25286
"img_35.90744400024414,14.493219375610352.jpg",35.90744400024414,14.493219375610352,25286
"img_35.90755844116211,14.472373008728027.jpg",35.90755844116211,14.472373008728027,25286
"img_35.90787887573242,14.452617645263672.jpg",35.90787887573242,14.452617645263672,25286
"img_35.90796661376953,14.40407943725586.jpg",35.90796661376953,14.40407943725586,25286
"img_35.90825271606445,14.499634742736816.jpg",35.90825271606445,14.499634742736816,25286
"img_35.9085807800293,14.403308868408203.jpg",35.9085807800293,14.403308868408203,25286
"img_35.90858840942383,14.454314231872559.jpg",35.90858840942383,14.45431423187256,25286
"img_35.90910720825195,14.478368759155273.jpg",35.90910720825195,14.478368759155272,25286
"img_35.90975570678711,14.456087112426758.jpg",35.90975570678711,14.456087112426758,25286
"img_35.91069030761719,14.42423152923584.jpg",35.91069030761719,14.42423152923584,25286
"img_35.91153335571289,14.487882614135742.jpg",35.91153335571289,14.487882614135742,25286
"img_35.91154098510742,14.469111442565918.jpg",35.91154098510742,14.469111442565918,25286
"img_35.91181564331055,14.397735595703125.jpg",35.91181564331055,14.397735595703123,25286
"img_35.91307830810547,14.476855278015137.jpg",35.91307830810547,14.476855278015137,25286
"img_35.91532897949219,14.498077392578125.jpg",35.91532897949219,14.498077392578123,25286
"img_35.91566467285156,14.415060997009277.jpg",35.91566467285156,14.415060997009276,25286
"img_35.91580581665039,14.498236656188965.jpg",35.91580581665039,14.498236656188965,25286
"img_35.91610336303711,14.424084663391113.jpg",35.91610336303711,14.424084663391112,25286
"img_35.91646957397461,14.502724647521973.jpg",35.91646957397461,14.502724647521973,25286
"img_35.91701889038086,14.422276496887207.jpg",35.91701889038086,14.422276496887209,25286
"img_35.9171028137207,14.383889198303223.jpg",35.9171028137207,14.383889198303224,25286
"img_35.91741180419922,14.468613624572754.jpg",35.91741180419922,14.468613624572754,25286
"img_35.9177131652832,14.442708969116211.jpg",35.9177131652832,14.442708969116213,25286
"img_35.91865921020508,14.413995742797852.jpg",35.91865921020508,14.413995742797852,25286
"img_35.92321014404297,14.44029712677002.jpg",35.92321014404297,14.44029712677002,25286
"img_35.92683410644531,14.480086326599121.jpg",35.92683410644531,14.48008632659912,25286
"img_35.92759323120117,14.464841842651367.jpg",35.92759323120117,14.464841842651367,25286
"img_35.9289665222168,14.477849006652832.jpg",35.9289665222168,14.477849006652832,25286
"img_35.93134689331055,14.471563339233398.jpg",35.93134689331055,14.471563339233398,25286
"img_35.93853759765625,14.437917709350586.jpg",35.93853759765625,14.437917709350586,25286
"img_35.93864059448242,14.431554794311523.jpg",35.93864059448242,14.431554794311523,25286
"img_35.9389533996582,14.39684772491455.jpg",35.9389533996582,14.39684772491455,25286
"img_35.9413948059082,14.427800178527832.jpg",35.9413948059082,14.427800178527832,25286
"img_35.94693374633789,14.42562198638916.jpg",35.94693374633789,14.42562198638916,25286
"img_35.94807052612305,14.383991241455078.jpg",35.94807052612305,14.383991241455078,25286
"img_35.952392578125,14.423890113830566.jpg",35.952392578125,14.423890113830566,25286
"img_35.95518493652344,14.36635684967041.jpg",35.95518493652344,14.36635684967041,25286
"img_35.95820236206055,14.423206329345703.jpg",35.95820236206055,14.423206329345703,25286
"img_35.95842742919922,14.36657428741455.jpg",35.95842742919922,14.36657428741455,25286
"img_35.95849609375,10.46886920928955.jpg",35.95849609375,10.46886920928955,25239
"img_35.96234130859375,10.463587760925293.jpg",35.96234130859375,10.463587760925291,25239
"img_35.9647216796875,14.363235473632812.jpg",35.9647216796875,14.363235473632812,25286
"img_36.014713287353516,-5.605700969696045.jpg",36.01471328735352,-5.605700969696045,14290
"img_36.035343170166016,14.250303268432617.jpg",36.035343170166016,14.250303268432615,25286
"img_36.051788330078125,14.19044303894043.jpg",36.051788330078125,14.19044303894043,25286
"img_36.054134368896484,14.258142471313477.jpg",36.05413436889648,14.258142471313477,25286
"img_36.055240631103516,14.210488319396973.jpg",36.05524063110352,14.210488319396973,25286
"img_36.058040618896484,14.27784252166748.jpg",36.05804061889648,14.27784252166748,25286
"img_36.069976806640625,14.260037422180176.jpg",36.06997680664063,14.260037422180176,25286
"img_36.075965881347656,10.39706039428711.jpg",36.075965881347656,10.39706039428711,25239
"img_36.07872772216797,32.83063507080078.jpg",36.07872772216797,32.83063507080078,25495
"img_36.09235382080078,10.401845932006836.jpg",36.09235382080078,10.401845932006836,25239
"img_36.12440872192383,10.382362365722656.jpg",36.12440872192383,10.382362365722656,25239
"img_36.125431060791016,10.382723808288574.jpg",36.125431060791016,10.382723808288574,25239
